example_index,is_few_shot,true_S1,true_S2,true_A,inf_correct,model_A,trans_correct,model_S1,model_S2,model_explanation,s1_edit_norm,s2_edit_norm,focus,logic,alternative,file_id,mode,backend,model_name,run_timestamp_utc,response_id
0,0,Sam only gave Bill BANANAS.,Sam also gave Bill grapes.,C,1,C,0,Sam only gave BILL bananas.,Sam also gave Bill grapes.,"the focus in S1 is on BILL. This entails that Sam did not give bananas to anyone else. S2 says Sam gave Bill something else (grapes), which does not contradict that Sam only gave Bill bananas. It contradicts the typical reading of ‘only’ as it limits the kind of thing given; S2 contradicts the intended meaning that only bananas were given to Bill.",0.0,0.0,2,POS,2,f7,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlyREb5DmKepuQTwz8uBlOE7K6Vk
1,0,Sam only gave MARY apples.,Sam also gave Ellen apples.,C,0,B,1,Sam only gave BILL bananas.,Sam also gave Mary apples.,"the focus in S1 is on BILL. This means Sam didn’t give bananas to anyone else. S2 talks about giving apples to Mary, which doesn’t affect the claim about who got bananas. So, they are independent.",0.34615384615384615,0.19230769230769232,1,POS,1,f7,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlyREb5DmKepuQTwz8uBlOE7K6Vk
2,0,Sam only gave Sue APPLES.,Sam also gave Tom apples.,B,0,C,0,Sam only gave SUE apples.,Sam also gave Tom apples.,the focus in S1 is on SUE. This means Sam didn’t give apples to anyone else. S2 says that Tom also got apples. This directly contradicts S1.,0.0,0.0,2,POS,1,f7,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlyREb5DmKepuQTwz8uBlOE7K6Vk
3,0,Sam only gave BILL grapes.,Sam didn't give Bill oranges.,B,0,A,1,Sam only gave BILL grapes.,Sam didn’t give Bill oranges.,"the focus in S1 is on GRAPES. This means that Bill only got grapes and nothing else (no oranges). S2 says Bill didn’t get oranges, which aligns with this. So it’s entailed.",0.0,0.03571428571428571,1,NEG,2,f7,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlyREb5DmKepuQTwz8uBlOE7K6Vk
4,0,Sam only gave BILL apples.,Sam didn't give Bill bananas.,B,0,A,1,Sam only gave BILL apples.,Sam didn’t give Bill bananas.,"the focus in S1 is on APPLES. This means Bill got no other fruits, like bananas. S2 says Bill didn’t get bananas, which is entailed by S1.",0.0,0.03571428571428571,1,NEG,2,f7,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlyREb5DmKepuQTwz8uBlOE7K6Vk
5,0,Sam only gave SUE apples.,Sam didn't give Sue bananas.,B,0,A,1,Sam only gave SUE apples.,Sam didn’t give Sue bananas.,the focus in S1 is on APPLES. This means Sue didn’t get bananas or any other fruit. S2 says Sue didn’t get bananas. This is directly entailed by S1.,0.0,0.037037037037037035,1,NEG,2,f7,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlyREb5DmKepuQTwz8uBlOE7K6Vk
6,0,Sam only gave ELLEN oranges.,Sam didn't give Tom oranges.,A,0,B,1,Sam only gave ELLEN oranges.,Sam didn’t give Tom oranges.,"the focus in S1 is on ELLEN. This means Ellen was the only recipient of oranges. S2 says Tom didn’t get oranges. That’s not a contradiction, nor does it follow directly—it’s independent.",0.0,0.037037037037037035,1,NEG,1,f7,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlyREb5DmKepuQTwz8uBlOE7K6Vk
7,0,Sam only gave TOM apples.,Sam didn't give Mary apples.,A,1,A,1,Sam only gave TOM apples.,Sam didn’t give Mary apples.,"the focus in S1 is on TOM. This means Tom was the only one who got apples. S2 says Mary didn’t get apples. This follows directly from S1, so it’s entailed.",0.0,0.037037037037037035,1,NEG,1,f7,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlyREb5DmKepuQTwz8uBlOE7K6Vk
8,0,Sam only gave Tom APPLES.,Sam also gave Bill apples.,B,0,C,0,Sam only gave TOM apples.,Sam also gave Bill apples.,"the focus in S1 is on TOM. This means Tom was the only recipient of apples. S2 says Bill also got apples, which contradicts S1.",0.0,0.0,2,POS,1,f7,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlyREb5DmKepuQTwz8uBlOE7K6Vk
9,0,Sam only gave Sue BANANAS.,Sam didn't give Tom bananas.,B,0,A,0,Sam only gave SUE bananas.,Sam didn’t give Tom bananas.,"the focus in S1 is on SUE. This means Sue was the only one who got bananas. S2 says Tom didn’t get bananas. That matches the meaning of S1, so it’s entailed.",0.0,0.037037037037037035,2,NEG,1,f7,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlyREb5DmKepuQTwz8uBlOE7K6Vk
0,0,Sam only gave Ellen BANANAS.,Sam also gave Rob bananas.,B,0,C,0,Sam ONLY gave ELLEN bananas.,Sam also gave ROB bananas.,"focusing on ""ELLEN"" in S1 means Sam did not give bananas to anyone else. S2 says Sam gave bananas to Rob, which contradicts this.",0.0,0.0,2,POS,1,f8,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlyiuWWnKw538TY7zPWjCwkoxG3y
1,0,Sam only gave ROB grapes.,Sam also gave Rob oranges.,B,0,C,1,Sam ONLY gave ROB grapes.,Sam also gave ROB oranges.,"focusing on ""grapes"" in S1 means Sam did not give Rob anything other than grapes. S2 says Sam gave Rob oranges, which contradicts this.",0.0,0.0,1,POS,2,f8,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlyiuWWnKw538TY7zPWjCwkoxG3y
2,0,Sam only gave TOM apples.,Sam also gave Bill apples.,C,1,C,1,Sam ONLY gave TOM apples.,Sam also gave BILL apples.,"focusing on ""TOM"" in S1 means Sam did not give apples to anyone else. S2 says Sam gave apples to Bill, which contradicts this.",0.0,0.0,1,POS,1,f8,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlyiuWWnKw538TY7zPWjCwkoxG3y
3,0,Sam only gave Mary APPLES.,Sam also gave Mary bananas.,C,1,C,0,Sam ONLY gave MARY apples.,Sam also gave MARY bananas.,"focusing on ""apples"" in S1 means Sam did not give Mary anything other than apples. S2 says Sam gave Mary bananas, which contradicts this.",0.0,0.0,2,POS,2,f8,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlyiuWWnKw538TY7zPWjCwkoxG3y
4,0,Sam only gave Ellen ORANGES.,Sam also gave Sue oranges.,B,0,C,0,Sam ONLY gave ELLEN oranges.,Sam also gave SUE oranges.,"focusing on ""ELLEN"" in S1 means Sam did not give oranges to anyone else. S2 says Sam gave oranges to Sue, which contradicts this.",0.0,0.0,2,POS,1,f8,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlyiuWWnKw538TY7zPWjCwkoxG3y
5,0,Sam only gave Rob ORANGES.,Sam didn't give Rob apples.,A,1,A,0,Sam ONLY gave ROB oranges.,Sam didn’t give ROB apples.,"focusing on ""oranges"" in S1 means Sam did not give Rob anything other than oranges. S2 states that Sam didn’t give Rob apples, which is consistent with S1.",0.0,0.038461538461538464,2,NEG,2,f8,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlyiuWWnKw538TY7zPWjCwkoxG3y
6,0,Sam only gave Bill BANANAS.,Sam didn't give Ellen bananas.,B,0,A,0,Sam ONLY gave BILL bananas.,Sam didn’t give ELLEN bananas.,"focusing on ""BILL"" in S1 means Sam did not give bananas to anyone else. S2 states that Sam didn’t give Ellen bananas, which is consistent with S1.",0.0,0.034482758620689655,2,NEG,1,f8,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlyiuWWnKw538TY7zPWjCwkoxG3y
7,0,Sam only gave Rob BANANAS.,Sam also gave Sue bananas.,B,0,C,0,Sam ONLY gave ROB bananas.,Sam also gave SUE bananas.,"focusing on ""ROB"" in S1 means Sam did not give bananas to anyone else. S2 says Sam gave bananas to Sue, which contradicts this.",0.0,0.0,2,POS,1,f8,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlyiuWWnKw538TY7zPWjCwkoxG3y
8,0,Sam only gave Bill BANANAS.,Sam didn't give Mary bananas.,B,0,A,0,Sam ONLY gave BILL bananas.,Sam didn’t give MARY bananas.,"focusing on ""BILL"" in S1 means Sam did not give bananas to anyone else. S2 states that Sam didn’t give Mary bananas, which is consistent with S1.",0.0,0.03571428571428571,2,NEG,1,f8,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlyiuWWnKw538TY7zPWjCwkoxG3y
9,0,Sam only gave Ellen GRAPES.,Sam didn't give Rob grapes.,B,0,A,0,Sam ONLY gave ELLEN grapes.,Sam didn’t give ROB grapes.,"focusing on ""ELLEN"" in S1 means Sam did not give grapes to anyone else. S2 states that Sam didn’t give Rob grapes, which is consistent with S1.",0.0,0.038461538461538464,2,NEG,1,f8,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlyiuWWnKw538TY7zPWjCwkoxG3y
0,0,Sam only gave ELLEN bananas.,Sam also gave Ellen grapes.,B,0,C,1,Sam only gave ELLEN bananas.,Sam also gave Ellen grapes.,"S1’s focus (ELLEN) means Sam didn’t give anyone else bananas, not that Ellen didn’t get anything else. S2 says Ellen got grapes too, which contradicts the exclusivity implied in S1 about what Sam gave Ellen.",0.0,0.0,1,POS,2,f9,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlyyJd8bDDcuedfsDEF0HJ64xydZ
1,0,Sam only gave MARY apples.,Sam didn't give Mary oranges.,B,0,A,1,Sam only gave MARY apples.,Sam didn’t give Mary oranges.,"S1’s focus (MARY) means Sam didn’t give anyone else apples, but it says nothing about what else Mary might have received. S2 aligns with the idea that Mary didn’t get anything else.",0.0,0.03571428571428571,1,NEG,2,f9,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlyyJd8bDDcuedfsDEF0HJ64xydZ
2,0,Sam only gave TOM bananas.,Sam also gave Tom apples.,B,0,C,1,Sam only gave TOM bananas.,Sam also gave Tom apples.,S1’s focus (TOM) suggests Tom got only bananas and nothing else from Sam. S2 contradicts this by saying Tom also got apples.,0.0,0.0,1,POS,2,f9,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlyyJd8bDDcuedfsDEF0HJ64xydZ
3,0,Sam only gave MARY apples.,Sam didn't give Mary grapes.,B,0,A,1,Sam only gave MARY apples.,Sam didn’t give Mary grapes.,S1’s focus (MARY) means Sam didn’t give anyone else apples. S2 fits because it supports that there wasn’t anything else given to Mary (no grapes).,0.0,0.037037037037037035,1,NEG,2,f9,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlyyJd8bDDcuedfsDEF0HJ64xydZ
4,0,Sam only gave Mary ORANGES.,Sam didn't give Mary apples.,A,1,A,0,Sam only gave MARY ORANGES.,Sam didn’t give Mary apples.,"S1’s focus (ORANGES) means Sam gave Mary only oranges, and S2 aligns by saying Mary didn’t get apples (anything else).",0.0,0.037037037037037035,2,NEG,2,f9,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlyyJd8bDDcuedfsDEF0HJ64xydZ
5,0,Sam only gave Rob APPLES.,Sam also gave Mary apples.,B,0,C,0,Sam only gave ROB apples.,Sam also gave Mary apples.,S1’s focus (ROB) means only Rob got apples. S2 contradicts that by saying Mary also got apples.,0.0,0.0,2,POS,1,f9,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlyyJd8bDDcuedfsDEF0HJ64xydZ
6,0,Sam only gave ROB apples.,Sam also gave Tom apples.,C,1,C,1,Sam only gave ROB apples.,Sam also gave Tom apples.,the focus (ROB) means Sam gave apples only to Rob. S2 contradicts that by saying Tom got apples too.,0.0,0.0,1,POS,1,f9,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlyyJd8bDDcuedfsDEF0HJ64xydZ
7,0,Sam only gave Rob ORANGES.,Sam didn't give Rob bananas.,A,1,A,0,Sam only gave ROB ORANGES.,Sam didn’t give Rob bananas.,"S1’s focus (ORANGES) means Rob only got oranges, and S2 aligns by saying Rob didn’t get bananas (anything else).",0.0,0.037037037037037035,2,NEG,2,f9,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlyyJd8bDDcuedfsDEF0HJ64xydZ
8,0,Sam only gave Bill GRAPES.,Sam also gave Rob grapes.,B,0,C,0,Sam only gave BILL grapes.,Sam also gave Rob grapes.,S1’s focus (BILL) means Sam gave grapes only to Bill. S2 contradicts this by saying Rob also got grapes.,0.0,0.0,2,POS,1,f9,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlyyJd8bDDcuedfsDEF0HJ64xydZ
9,0,Sam only gave Rob GRAPES.,Sam also gave Rob bananas.,C,1,C,0,Sam only gave ROB GRAPES.,Sam also gave Rob bananas.,"S1’s focus (GRAPES) means Rob only got grapes, and S2 contradicts that by saying Rob also got bananas.",0.0,0.0,2,POS,2,f9,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlyyJd8bDDcuedfsDEF0HJ64xydZ
0,0,Sam only gave Tom APPLES.,Sam also gave Tom grapes.,C,1,C,0,Sam only gave TOM apples.,Sam also gave Tom grapes.,"S1 focuses on TOM, meaning Sam didn't give anyone else apples. S2 contradicts S1 by asserting that Sam gave something else (grapes) to Tom, which conflicts with the implied restriction of only apples to Tom.",0.0,0.0,2,POS,2,f10,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlzDEHdQFfdSKxqXxmYFljxQ4lIP
1,0,Sam only gave Mary BANANAS.,Sam didn't give Bill bananas.,B,0,C,1,Sam only gave Tom GRAPES.,Sam also gave Tom oranges.,"S1 focuses on GRAPES, meaning Sam didn't give Tom anything else. S2 contradicts S1 by asserting that Sam gave Tom something else (oranges), which conflicts with the restriction in S1.",0.34615384615384615,0.5714285714285714,2,NEG,1,f10,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlzDEHdQFfdSKxqXxmYFljxQ4lIP
2,0,Sam only gave MARY apples.,Sam also gave Mary bananas.,B,1,B,1,Sam only gave MARY bananas.,Sam didn't give Bill bananas.,"S1 focuses on MARY, meaning Sam didn’t give anyone else bananas. S2 states something about Bill, which is unrelated to Mary and doesn’t conflict or follow from S1. It’s independent.",0.19230769230769232,0.39285714285714285,1,POS,2,f10,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlzDEHdQFfdSKxqXxmYFljxQ4lIP
3,0,Sam only gave SUE apples.,Sam didn't give Rob apples.,A,0,C,0,Sam only gave Mary APPLES.,Sam also gave Mary bananas.,"S1 focuses on APPLES, meaning Sam didn’t give Mary anything else. S2 contradicts S1 by asserting that Mary also received something else (bananas).",0.16,0.6153846153846154,1,NEG,1,f10,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlzDEHdQFfdSKxqXxmYFljxQ4lIP
4,0,Sam only gave BILL bananas.,Sam also gave Bill grapes.,B,0,A,1,Sam only gave SUE apples.,Sam didn’t give Rob apples.,"S1 focuses on SUE, meaning Sam didn’t give anyone else apples. S2 fits under that restriction by stating that Rob didn’t get apples, which is entailed by S1’s focus.",0.34615384615384615,0.5769230769230769,1,POS,2,f10,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlzDEHdQFfdSKxqXxmYFljxQ4lIP
5,0,Sam only gave Rob GRAPES.,Sam didn't give Rob apples.,A,0,C,0,Sam only gave BILL bananas.,Sam also gave Bill grapes.,"S1 focuses on BANANAS, meaning Sam didn’t give Bill anything else. S2 contradicts S1 by asserting that Bill also received grapes.",0.34615384615384615,0.5769230769230769,2,NEG,2,f10,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlzDEHdQFfdSKxqXxmYFljxQ4lIP
6,0,Sam only gave SUE grapes.,Sam also gave Tom grapes.,C,0,A,1,Sam only gave ROB grapes.,Sam didn’t give Rob apples.,"S1 focuses on ROB, meaning Sam didn’t give anyone else grapes. S2 is consistent with S1 and also fits the focus, as it states that Rob didn’t get something else (apples), which aligns with the idea that the only thing Rob got was grapes.",0.125,0.5,1,POS,1,f10,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlzDEHdQFfdSKxqXxmYFljxQ4lIP
7,0,Sam only gave ELLEN grapes.,Sam didn't give Rob grapes.,A,0,C,1,Sam only gave SUE grapes.,Sam also gave Tom grapes.,"S1 focuses on SUE, meaning Sam didn’t give anyone else grapes. S2 contradicts that by stating that Tom also got grapes, which violates the restriction imposed by the focus on Sue.",0.15384615384615385,0.34615384615384615,1,NEG,1,f10,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlzDEHdQFfdSKxqXxmYFljxQ4lIP
8,0,Sam only gave MARY grapes.,Sam also gave Mary bananas.,B,0,A,1,Sam only gave ELLEN grapes.,Sam didn’t give Rob grapes.,"S1 focuses on ELLEN, meaning Sam didn’t give anyone else grapes. S2 is consistent with that focus by stating that Rob didn’t receive grapes, which is in line with S1.",0.19230769230769232,0.6153846153846154,1,POS,2,f10,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlzDEHdQFfdSKxqXxmYFljxQ4lIP
9,0,Sam only gave SUE apples.,Sam didn't give Bill apples.,A,0,C,1,Sam only gave MARY grapes.,Sam also gave Mary bananas.,"S1 focuses on GRAPES, meaning Sam didn’t give Mary anything else. S2 contradicts S1 by asserting that Mary also received bananas, which conflicts with the restriction in S1.",0.32,0.5925925925925926,1,NEG,1,f10,audio,openai,gpt-audio,20251217_133320,chatcmpl-CnlzDEHdQFfdSKxqXxmYFljxQ4lIP
